17889,State,PopulationLatitude,,Longitude
Hudson,Wyoming,445,42.9028,-108.582
Hudson Falls,New York,7056,43.3042,-73.5818
Hudson Oaks,Texas,2479,32.7508,-97.6999
Hudsonville,Michigan,7348,42.8631,-85.8628
Huetter,Idaho,112,47.7037,-116.851
Huey,Illinois,163,38.6053,-89.29
Hueytown,Alabama,15322,33.4237,-87.022
Hughes,Arkansas,1216,34.9483,-90.4707
Hughes Springs,Texas,1709,32.9987,-94.631
Hughesville,Missouri,189,38.8369,-93.2952
Hughson,California,7565,37.602,-120.866
Hugo,Colorado,777,39.1362,-103.473
Hugo,Minnesota,15267,45.1671,-92.9588
Hugo,Oklahoma,5092,34.0121,-95.5115
Hugoton,Kansas,3745,37.1745,-101.345
Hulbert,Oklahoma,582,35.9315,-95.1436
Hulett,Wyoming,427,44.6828,-104.598
Hull,Georgia,201,34.0155,-83.2939
Hull,Illinois,433,39.7086,-91.2034
Hull,Iowa,2299,43.1894,-96.1342
Humansville,Missouri,1059,37.7952,-93.5766
Humble,Texas,15824,29.9921,-95.2655
Humboldt,Illinois,418,39.6047,-88.3201
Humboldt,Iowa,4587,42.7232,-94.2245
Humboldt,Kansas,1769,37.8119,-95.437
Humboldt,Minnesota,42,48.9215,-97.0946
Humboldt,Nebraska,810,40.1658,-95.9443
Humboldt,South Dakota,567,43.6447,-97.0742
Humboldt,Tennessee,8151,35.8254,-88.9043
Hume,Illinois,347,39.7981,-87.8686
Hume,Missouri,314,38.0906,-94.5827
Humeston,Iowa,484,40.861,-93.4973
Humnoke,Arkansas,274,34.5422,-91.7596
Humphrey,Arkansas,479,34.4224,-91.7025
Humphrey,Nebraska,817,41.6884,-97.485
Humphreys,Missouri,107,40.1252,-93.3196
Hundred,West Virginia,262,39.6836,-80.4576
Hunnewell,Kansas,64,37.0041,-97.4077
Hunnewell,Missouri,173,39.6679,-91.8588
Hunter,Arkansas,93,35.0546,-91.1227
Hunter,Kansas,54,39.2349,-98.396
Hunter,North Dakota,252,47.1904,-97.2131
Hunter,Oklahoma,167,36.5637,-97.6624
Hunters Creek Village,Texas,4869,29.7715,-95.4987
Hunters Hollow,Kentucky,358,38.0784,-85.6934
Huntersville,North Carolina,58098,35.4058,-80.8727
Huntertown,Indiana,6824,41.2155,-85.1715
Hunting Valley,Ohio,715,41.4802,-81.4108
Huntingburg,Indiana,6170,38.301,-86.9622
Huntingdon,Tennessee,3835,36.0052,-88.4181
Huntington,Arkansas,621,35.0813,-94.2665
Huntington,Indiana,17138,40.8815,-85.5053
Huntington,Oregon,436,44.3502,-117.267
Huntington,Texas,2111,31.2803,-94.5772
Huntington,Utah,1934,39.3301,-110.963
Huntington,West Virginia,45110,38.4109,-82.4344
Huntington Bay,New York,1437,40.9014,-73.4163
Huntington Beach,California,199223,33.696,-118.002
Huntington Park,California,57509,33.98,-118.217
Huntington Woods,Michigan,6265,42.4816,-83.1685
Huntland,Tennessee,844,35.0579,-86.2689
Huntleigh,Missouri,388,38.6131,-90.4091
Huntley,Illinois,27228,42.1599,-88.433
Huntley,Nebraska,43,40.2105,-99.2904
Hunts Point,Washington,435,47.6444,-122.229
Huntsdale,Missouri,32,38.912,-92.4786
Huntsville,Alabama,200574,34.6988,-86.6412
Huntsville,Arkansas,2569,36.0985,-93.7363
Huntsville,Missouri,1507,39.4364,-92.544
Huntsville,Ohio,446,40.4424,-83.8043
Huntsville,Tennessee,1269,36.4112,-84.5053
Huntsville,Texas,42241,30.705,-95.5544
Huntsville,Utah,642,41.2602,-111.774
Hurdland,Missouri,157,40.1489,-92.3034
Hurdsfield,North Dakota,76,47.4468,-99.931
Hurley,Missouri,177,36.9306,-93.4996
Hurley,New Mexico,1176,32.6982,-108.132
Hurley,South Dakota,399,43.2794,-97.0894
Hurley,Wisconsin,1436,46.4462,-90.1982
Hurlock,Maryland,2024,38.6268,-75.864
Huron,California,7281,36.2041,-120.096
Huron,Kansas,73,39.6383,-95.3513
Huron,Ohio,6869,41.3913,-82.5635
Huron,South Dakota,13380,44.3622,-98.2102
Hurricane,Utah,19074,37.1487,-113.352
Hurricane,West Virginia,6430,38.4293,-82.0168
Hurst,Illinois,786,37.8349,-89.1443
Hurst,Texas,38655,32.8353,-97.1808
Hurstbourne,Kentucky,4388,38.238,-85.5891
Hurstbourne Acres,Kentucky,1890,38.2201,-85.5907
Hurt,Virginia,1223,37.0954,-79.3029
Hurtsboro,Alabama,589,32.2401,-85.4147
Hustisford,Wisconsin,1333,43.3442,-88.6033
Hustler,Wisconsin,188,43.8773,-90.2658
Hustonville,Kentucky,369,37.4784,-84.815
Hutchins,Texas,5866,32.6421,-96.7093
Hutchinson,Kansas,40383,38.0671,-97.9081
Hutchinson,Minnesota,13983,44.8856,-94.3768
Hutsonville,Illinois,522,39.1084,-87.6609
Huttig,Arkansas,528,33.0418,-92.1818
Hutto,Texas,27947,30.5373,-97.5516
Huttonsville,West Virginia,210,38.7138,-79.9766
Huxley,Iowa,4036,41.8963,-93.5914
Huxley,Texas,382,31.7644,-93.8848
Hyannis,Nebraska,184,42.0005,-101.762
Hyattsville,Maryland,18230,38.9612,-76.9548
Hyde Park,Utah,4797,41.8008,-111.812
Hyden,Kentucky,332,37.162,-83.3779
Hydro,Oklahoma,937,35.5482,-98.5792
Hymera,Indiana,761,39.1859,-87.2989
Hypoluxo,Florida,2839,26.5634,-80.0531
Hyrum,Utah,8619,41.6311,-111.842
Hysham,Montana,304,46.2909,-107.231
Hytop,Alabama,422,34.8965,-86.088
Iaeger,West Virginia,242,37.4642,-81.8111
Iatan,Missouri,55,39.4774,-94.9837
Iberia,Missouri,749,38.0887,-92.2961
Ida,Louisiana,208,33.0001,-93.8949
Ida Grove,Iowa,2052,42.3439,-95.4732
Idabel,Oklahoma,6843,33.9041,-94.8294
Idaho City,Idaho,467,43.8281,-115.831
Idaho Falls,Idaho,62888,43.4872,-112.036
Idaho Springs,Colorado,1786,39.7445,-105.5
Idalou,Texas,2308,33.6624,-101.684
Idanha,Oregon,161,44.7049,-122.088
Ideal,Georgia,439,32.3726,-84.1894
Ider,Alabama,718,34.7022,-85.6691
Ignacio,Colorado,908,37.1181,-107.638
Ihlen,Minnesota,66,43.9122,-96.3709
Ila,Georgia,359,34.1728,-83.293
Iliff,Colorado,268,40.7592,-103.066
Ilion,New York,7668,43.0114,-75.0396
Illiopolis,Illinois,842,39.8515,-89.2475
Ilwaco,Washington,991,46.3101,-124.042
Imbler,Oregon,320,45.4622,-117.963
Imboden,Arkansas,621,36.2021,-91.1823
Imlay City,Michigan,3569,43.017,-83.0765
Imogene,Iowa,70,40.879,-95.4275
Impact,Texas,30,32.5002,-99.7466
Imperial,California,18120,32.839,-115.572
Imperial,Nebraska,2055,40.5145,-101.637
Imperial Beach,California,27440,32.5689,-117.118
Ina,Illinois,2279,38.1499,-88.904
Independence,Iowa,6124,42.4622,-91.9027
Independence,Kansas,8505,37.2118,-95.7328
Independence,Kentucky,28521,38.951,-84.5492
Independence,Louisiana,1893,30.6361,-90.5056
Independence,Minnesota,3803,45.0219,-93.7077
Independence,Missouri,116672,39.0871,-94.3501
Independence,Ohio,7175,41.378,-81.6385
Independence,Oregon,10272,44.8551,-123.195
Independence,Utah,198,40.4108,-111.296
Independence,Virginia,892,36.6254,-81.1511
Independence,Wisconsin,1303,44.3328,-91.4172
Index,Washington,211,47.8212,-121.556
Indiahoma,Oklahoma,330,34.6196,-98.752
Indialantic,Florida,2908,28.087,-80.57
Indian Beach,North Carolina,119,34.6882,-76.8876
Indian Creek,Florida,89,25.8783,-80.137
Indian Creek,Illinois,535,42.2272,-87.9783
Indian Harbour Beach,Florida,8557,28.153,-80.5976
Indian Head,Maryland,3802,38.5987,-77.1556
Indian Head Park,Illinois,3719,41.769,-87.8977
Indian Hills,Kentucky,2968,38.2808,-85.6616
Indian Lake,Texas,854,26.0877,-97.5027
Indian Point,Missouri,523,36.6428,-93.3444
Indian River Shores,Florida,4311,27.7084,-80.3851
Indian Rocks Beach,Florida,4285,27.8961,-82.8444
Indian Shores,Florida,1468,27.8536,-82.8438
Indian Springs Village,Alabama,2559,33.3591,-86.7493
Indian Trail,North Carolina,40252,35.0698,-80.6457
Indian Village,Indiana,135,41.7142,-86.2322
Indian Wells,California,5470,33.7036,-116.34
Indianapolis,Indiana,886220,39.7771,-86.1458
Indianola,Illinois,257,39.927,-87.7403
Indianola,Iowa,16015,41.3629,-93.5652
Indianola,Mississippi,9037,33.4492,-90.6447
Indianola,Nebraska,550,40.2346,-100.42
Indianola,Oklahoma,151,35.1635,-95.7761
Indiantown,Florida,7174,27.0375,-80.4913
Indio,California,91765,33.7346,-116.235
Industry,California,202,34.0175,-117.927
Industry,Illinois,438,40.327,-90.6082
Industry,Texas,325,29.9715,-96.4992
Inez,Kentucky,620,37.8693,-82.5399
Ingalls,Indiana,2424,39.9746,-85.8148
Ingalls,Kansas,289,37.8286,-100.453
Ingleside,Texas,10192,27.87,-97.2077
Ingleside on the Bay,Texas,607,27.8304,-97.221
Inglewood,California,108151,33.9566,-118.344
Inglewood,Nebraska,320,41.416,-96.5021
Inglis,Florida,1347,29.0323,-82.6603
Ingram,Texas,1850,30.0773,-99.2381
Ingram,Wisconsin,73,45.5056,-90.8137
Inkom,Idaho,902,42.7954,-112.245
Inkster,Michigan,24284,42.2935,-83.3148
Inkster,North Dakota,47,48.1513,-97.6442
Inman,Kansas,1334,38.2323,-97.7714
Inman,Nebraska,122,42.3819,-98.5298
Inman,South Carolina,2430,35.0465,-82.09
Innsbrook,Missouri,588,38.7631,-91.0552
Inola,Oklahoma,1803,36.1315,-95.5373
Interior,South Dakota,106,43.7269,-101.984
Interlachen,Florida,1471,29.6203,-81.8965
Interlaken,New York,599,42.6189,-76.7251
Interlaken,Utah,235,40.5413,-111.475
International Falls,Minnesota,5811,48.5884,-93.4083
Inver Grove Heights,Minnesota,35672,44.8247,-93.0596
Inverness,Florida,7414,28.8397,-82.3437
Inverness,Illinois,7376,42.1152,-88.1019
Inverness,Mississippi,866,33.3543,-90.5913
Inwood,Iowa,849,43.3093,-96.4351
Iola,Illinois,136,38.8341,-88.6279
Iola,Kansas,5266,37.9274,-95.4006
Iola,Texas,424,30.7719,-96.0771
Iola,Wisconsin,1206,44.5091,-89.1249
Iona,Idaho,2354,43.527,-111.931
Iona,Minnesota,131,43.9149,-95.7857
Ione,California,8568,38.3613,-120.942
Ione,Oregon,328,45.503,-119.821
Ione,Washington,472,48.7401,-117.421
Ionia,Iowa,275,43.0359,-92.4584
Ionia,Michigan,11168,42.9772,-85.0727
Ionia,Missouri,87,38.5037,-93.3236
Iota,Louisiana,1433,30.326,-92.4956
Iowa,Louisiana,3164,30.2393,-93.0129
Iowa City,Iowa,75130,41.6559,-91.5303
Iowa Colony,Texas,3233,29.4405,-95.4168
Iowa Falls,Iowa,5059,42.519,-93.2662
Iowa Park,Texas,6339,33.9622,-98.6819
Ipava,Illinois,421,40.3526,-90.3234
Ipswich,South Dakota,891,45.4434,-99.03
Iraan,Texas,1222,30.9129,-101.9
Iredell,Texas,342,31.9866,-97.8719
Irena,Missouri,17,40.5403,-94.39
Irene,South Dakota,406,43.0837,-97.1575
Ireton,Iowa,599,42.9749,-96.3216
Irmo,South Carolina,12483,34.1018,-81.1957
Iron City,Georgia,289,31.0136,-84.8133
Iron Gate,Virginia,357,37.7985,-79.7903
Iron Junction,Minnesota,86,47.4189,-92.6087
Iron Mountain,Michigan,7309,45.8275,-88.0599
Iron Mountain Lake,Missouri,746,37.6854,-90.6184
Iron Ridge,Wisconsin,891,43.3982,-88.532
Iron River,Michigan,2829,46.0966,-88.6396
Iron River,Wisconsin,1134,46.5671,-91.4069
Irondale,Alabama,12893,33.544,-86.6599
Irondale,Missouri,440,37.8356,-90.6718
Irondale,Ohio,358,40.5728,-80.7259
Ironton,Minnesota,556,46.4817,-93.9977
Ironton,Missouri,1389,37.5984,-90.6379
Ironton,Ohio,10532,38.5319,-82.6777
Ironton,Wisconsin,690,43.5452,-90.1436
Ironwood,Michigan,4870,46.4522,-90.1505
Iroquois,Illinois,137,40.8288,-87.5844
Iroquois,South Dakota,259,44.3679,-97.8495
Irrigon,Oregon,1773,45.8959,-119.488
Irvine,California,287401,33.6772,-117.774
Irvine,Kentucky,2298,37.6969,-83.9685
Irving,Illinois,462,39.2053,-89.4054
Irving,Texas,239798,32.8584,-96.9702
Irvington,Illinois,613,38.4386,-89.1601
Irvington,Kentucky,1189,37.8779,-86.2846
Irvington,New York,6473,41.0349,-73.8661
Irvington,Virginia,398,37.6621,-76.4205
Irwin,Idaho,247,43.3965,-111.272
Irwin,Illinois,74,41.0523,-87.9838
Irwin,Iowa,311,41.7902,-95.2068
Irwindale,California,1446,34.1121,-117.964
Irwinton,Georgia,555,32.8108,-83.1737
Isabel,Kansas,81,37.4672,-98.5515
Isabel,South Dakota,152,45.3938,-101.433
Isanti,Minnesota,6120,45.4928,-93.2407
Ishpeming,Michigan,6416,46.4862,-87.6658
Islamorada Village of Islands,Florida,6317,24.9408,-80.6097
Island,Kentucky,451,37.4433,-87.1474
Island City,Oregon,1033,45.3359,-118.049
Island Lake,Illinois,8020,42.2783,-88.1999
Island Park,Idaho,266,44.5281,-111.359
Island Park,New York,4886,40.6051,-73.6553
Islandia,New York,3309,40.8068,-73.1711
Isle,Minnesota,798,46.1398,-93.4597
Isle of Palms,South Carolina,4360,32.8043,-79.7552
Isleton,California,844,38.1617,-121.605
Ismay,Montana,19,46.5002,-104.793
Isola,Mississippi,611,33.2634,-90.5923
Issaquah,Washington,39509,47.544,-122.047
Italy,Texas,1923,32.1858,-96.8866
Itasca,Illinois,9805,41.9773,-88.0182
Itasca,Texas,1733,32.1586,-97.1478
Ithaca,Michigan,2766,43.2912,-84.5956
Ithaca,Nebraska,148,41.1593,-96.5394
Ithaca,New York,30837,42.4442,-76.5032
Ithaca,Ohio,129,39.9378,-84.5533
Itta Bena,Mississippi,1809,33.5003,-90.3256
Iuka,Illinois,464,38.6181,-88.7881
Iuka,Kansas,156,37.729,-98.7327
Iuka,Mississippi,2937,34.8077,-88.1978
Iva,South Carolina,1325,34.307,-82.6636
Ivanhoe,Minnesota,531,44.4651,-96.252
Ivanhoe,Texas,1436,30.6799,-94.4154
Ivesdale,Illinois,252,39.9458,-88.4558
Ivey,Georgia,914,32.9092,-83.2983
Ivins,Utah,9192,37.1742,-113.681
Ivor,Virginia,316,36.9052,-76.8978
IXL,Oklahoma,50,35.5227,-96.3881
Ixonia,Wisconsin,4556,43.1396,-88.5963
Jacinto City,Texas,10466,29.7663,-95.241
Jacksboro,Tennessee,2058,36.3352,-84.1928
Jacksboro,Texas,4384,33.2256,-98.1594
Jackson,Alabama,4642,31.5318,-87.8915
Jackson,California,4840,38.3485,-120.773
Jackson,Georgia,5239,33.292,-83.9678
Jackson,Kentucky,1939,37.5589,-83.3782
Jackson,Louisiana,3728,30.8346,-91.208
Jackson,Michigan,32440,42.2431,-84.4037
Jackson,Minnesota,3179,43.6288,-94.9886
Jackson,Mississippi,160628,32.3163,-90.2124
Jackson,Missouri,14836,37.3792,-89.6521
Jackson,Nebraska,203,42.4507,-96.579
Jackson,North Carolina,454,36.3901,-77.4193
Jackson,Ohio,6230,39.046,-82.6492
Jackson,South Carolina,1803,33.3284,-81.7925
Jackson,Tennessee,67191,35.6535,-88.8353
Jackson,Wisconsin,7200,43.3237,-88.166
Jackson,Wyoming,10559,43.4721,-110.775
Jackson Center,Ohio,1465,40.4385,-84.0413
Jackson Junction,Iowa,54,43.1014,-92.0463
Jacksonburg,Ohio,65,39.5383,-84.5035
Jacksonport,Arkansas,199,35.6422,-91.3079
Jacksons' Gap,Alabama,827,32.8831,-85.815
Jacksonville,Alabama,12544,33.8088,-85.7545
Jacksonville,Arkansas,28235,34.8807,-92.1302
Jacksonville,Georgia,133,31.8126,-82.979
Jacksonville,Illinois,18603,39.7292,-90.2318
Jacksonville,Missouri,145,39.5878,-92.4726
Jacksonville,North Carolina,72436,34.7288,-77.3941
Jacksonville,Ohio,480,39.4762,-82.0799
Jacksonville,Oregon,2899,42.3127,-122.969
Jacksonville,Texas,14815,31.9642,-95.2617
Jacksonville,Vermont,206,42.7976,-72.8192
Jacksonville Beach,Florida,23628,30.2782,-81.4045
Jacob City,Florida,246,30.8925,-85.4108
Jakin,Georgia,146,31.0901,-84.9822
Jal,New Mexico,2117,32.1148,-103.19
Jamaica,Iowa,218,41.8452,-94.307
Jamaica Beach,Texas,1079,29.1905,-94.9801
James Island,South Carolina,12109,32.7353,-79.9396
Jameson,Missouri,127,40.0059,-93.9878
Jamesport,Missouri,515,39.9749,-93.8029
Jamestown,Colorado,249,40.1179,-105.392
Jamestown,Indiana,924,39.9286,-86.626
Jamestown,Kansas,263,39.5996,-97.8613
Jamestown,Kentucky,1791,36.9896,-85.0662
Jamestown,Louisiana,126,32.3397,-93.2065
Jamestown,Missouri,398,38.7667,-92.4802
Jamestown,New York,29058,42.0975,-79.2366
Jamestown,North Carolina,4487,35.9985,-79.9347
Jamestown,North Dakota,15084,46.9063,-98.6936
Jamestown,Ohio,2136,39.6599,-83.7424
Jamestown,South Carolina,82,33.2859,-79.6945
Jamestown,Tennessee,2106,36.4319,-84.9341
Jamesville,North Carolina,447,35.8121,-76.9002
Jane,Missouri,312,36.5404,-94.3079
Jane Lew,West Virginia,386,39.11,-80.4085
Janesville,Iowa,986,42.6462,-92.4626
Janesville,Minnesota,2252,44.1214,-93.7107
Janesville,Wisconsin,64575,42.6855,-89.0136
Jansen,Nebraska,112,40.1839,-97.0848
Jarratt,Virginia,572,36.816,-77.4689
Jarrell,Texas,1832,30.8127,-97.6132
Jasonville,Indiana,2122,39.162,-87.1998
Jasper,Alabama,13431,33.8503,-87.2708
Jasper,Arkansas,488,36.0125,-93.1874
Jasper,Florida,4157,30.5062,-82.954
Jasper,Georgia,3974,34.471,-84.4496
Jasper,Indiana,15724,38.3933,-86.9402
Jasper,Minnesota,603,43.8491,-96.3999
Jasper,Missouri,972,37.3354,-94.3023
Jasper,Tennessee,3447,35.0664,-85.6228
Jasper,Texas,7551,30.9221,-93.9947
Java,South Dakota,127,45.5037,-99.8839
Jay,Florida,634,30.9504,-87.1523
Jay,Oklahoma,2542,36.4273,-94.7954
Jayton,Texas,502,33.2502,-100.575
Jean Lafitte,Louisiana,2000,29.7496,-90.1036
Jeanerette,Louisiana,5218,29.9157,-91.6758
Jeannette,Pennsylvania,9074,40.3277,-79.6139
Jeffers,Minnesota,346,44.0559,-95.1953
Jefferson,Georgia,12032,34.1373,-83.6021
Jefferson,Iowa,4102,42.0173,-94.3798
Jefferson,North Carolina,1533,36.4209,-81.4686
Jefferson,Ohio,2990,41.7384,-80.7689
Jefferson,Oklahoma,8,36.7203,-97.7909
Jefferson,Oregon,3364,44.7171,-123.007
Jefferson,South Carolina,712,34.6512,-80.3866
Jefferson,South Dakota,511,42.6042,-96.5661
Jefferson,Texas,1915,32.7634,-94.3512
Jefferson,Wisconsin,7986,43.0044,-88.8084
Jefferson City,Missouri,42708,38.5676,-92.1759
Jefferson City,Tennessee,8194,36.1197,-83.4838
Jeffersontown,Kentucky,27715,38.2048,-85.5701
Jeffersonville,Georgia,939,32.6863,-83.3433
Jeffersonville,Illinois,359,38.4425,-88.404
Jeffersonville,Indiana,48126,38.3376,-85.7026
Jeffersonville,Kentucky,1753,37.9659,-83.832
Jeffersonville,New York,336,41.7799,-74.9298
Jeffersonville,Ohio,1172,39.6522,-83.555
Jeffersonville,Vermont,768,44.6427,-72.8282
Jeisyville,Illinois,101,39.5792,-89.408
Jellico,Tennessee,2165,36.5651,-84.1355
Jemez Springs,New Mexico,267,35.7732,-106.691
Jemison,Alabama,2672,32.9696,-86.7339
Jena,Louisiana,3397,31.6914,-92.1298
Jenera,Ohio,215,40.8995,-83.7271
Jenkins,Kentucky,1929,37.1826,-82.6311
Jenkins,Minnesota,469,46.6527,-94.3299
Jenkinsburg,Georgia,376,33.3225,-84.0388
Jenkinsville,South Carolina,43,34.3128,-81.2875
Jenks,Oklahoma,23767,35.9981,-95.9737
Jennette,Arkansas,116,35.1639,-90.4092
Jennings,Florida,862,30.5968,-83.107
Jennings,Kansas,92,39.6806,-100.293
Jennings,Louisiana,9800,30.2233,-92.6582
Jennings,Missouri,14575,38.723,-90.2644
Jennings,Oklahoma,354,36.1823,-96.569
Jericho,Arkansas,104,35.2856,-90.2293
Jerico Springs,Missouri,231,37.6197,-94.0113
Jerome,Arizona,455,34.7466,-112.107
Jerome,Arkansas,34,33.3988,-91.4697
Jerome,Idaho,11994,42.7183,-114.516
Jerome,Illinois,1588,39.7677,-89.6785
Jeromesville,Ohio,549,40.8037,-82.1965
Jerry City,Ohio,436,41.2537,-83.6023
Jersey,Georgia,146,33.7177,-83.8
Jersey City,New Jersey,262075,40.7161,-74.0682
Jersey Village,Texas,7890,29.8903,-95.5721
Jerseyville,Illinois,8200,39.1175,-90.3271
Jerusalem,Ohio,150,39.8519,-81.0961
Jesup,Georgia,9841,31.5992,-81.8895
Jesup,Iowa,2703,42.4746,-92.0657
Jet,Oklahoma,217,36.6664,-98.1814
Jetmore,Kansas,813,38.0304,-99.9101
Jewell,Kansas,402,39.6716,-98.1524
Jewett,Illinois,220,39.2077,-88.2431
Jewett,Ohio,651,40.3681,-81.0031
Jewett,Texas,1220,31.3627,-96.1455
Joaquin,Texas,805,31.9659,-94.0504
John Day,Oregon,1672,44.4181,-118.954
Johns Creek,Georgia,84579,34.0333,-84.2027
Johnsburg,Illinois,6368,42.383,-88.2476
Johnson,Arkansas,3742,36.1328,-94.1757
Johnson,Minnesota,27,45.5722,-96.294
Johnson,Nebraska,326,40.4106,-95.9996
Johnson,Oklahoma,256,35.4056,-96.8418
Johnson City,Kansas,1343,37.5703,-101.745
Johnson City,New York,14161,42.123,-75.9624
Johnson City,Oregon,629,45.4045,-122.579
Johnson City,Tennessee,66906,36.3406,-82.3803
Johnson City,Texas,2131,30.2742,-98.4063
Johnson Creek,Wisconsin,3046,43.0812,-88.7702
Johnsonville,Illinois,77,38.5208,-88.5382
Johnsonville,South Carolina,1485,33.8149,-79.4444
Johnston,Iowa,22582,41.6857,-93.7173
Johnston,South Carolina,2381,33.8327,-81.8051
Johnston City,Illinois,3389,37.8214,-88.929
Johnstown,Colorado,15198,40.3499,-104.948
Johnstown,Nebraska,61,42.5721,-100.056
Johnstown,New York,8230,43.0073,-74.3755
Johnstown,Ohio,5098,40.15,-82.6881
Johnstown,Pennsylvania,19195,40.3258,-78.9193
Joice,Iowa,210,43.3648,-93.4581
Joiner,Arkansas,500,35.5056,-90.15
Joliet,Illinois,147344,41.5189,-88.1499
Joliet,Montana,655,45.4845,-108.972
Jolley,Iowa,37,42.4794,-94.7182
Jolly,Texas,163,33.8827,-98.3475
Jones,Oklahoma,3169,35.5662,-97.2901
Jones Creek,Texas,2077,28.9752,-95.4714
Jonesboro,Arkansas,78394,35.8212,-90.6791
Jonesboro,Georgia,4962,33.5212,-84.3541
Jonesboro,Illinois,1700,37.451,-89.2666
Jonesboro,Indiana,1643,40.4796,-85.6302
Jonesboro,Louisiana,4473,32.2348,-92.7098
Jonesburg,Missouri,714,38.8546,-91.3028
Jonestown,Mississippi,1100,34.3222,-90.4542
Jonestown,Texas,2105,30.4754,-97.9297
Jonesville,Indiana,194,39.0598,-85.8878
Jonesville,Louisiana,2000,31.6238,-91.83
Jonesville,Michigan,2215,41.9785,-84.6656
Jonesville,North Carolina,2215,36.2336,-80.8351
Jonesville,South Carolina,838,34.8348,-81.6811
Jonesville,Virginia,928,36.6871,-83.1154
Joplin,Missouri,50925,37.0758,-94.5018
Joppa,Illinois,303,37.207,-88.8447
Jordan,Minnesota,6402,44.6652,-93.6351
Jordan,Montana,386,47.321,-106.91
Jordan,New York,1302,43.0671,-76.4728
Jordan Valley,Oregon,177,42.9793,-117.057
Joseph,Oregon,1124,45.3526,-117.23
Joseph,Utah,358,38.6247,-112.22
Josephine,Texas,2094,33.0618,-96.3186
Josephville,Missouri,476,38.8293,-90.7869
Joshua,Texas,8101,32.458,-97.3849
Jourdanton,Texas,4405,28.9138,-98.5411
Joy,Illinois,382,41.1969,-90.8788
Jud,North Dakota,70,46.5258,-98.8976
Judith Gap,Montana,125,46.6791,-109.753
Judsonia,Arkansas,1994,35.277,-91.6411
Julesburg,Colorado,1152,40.9849,-102.263
Juliaetta,Idaho,601,46.574,-116.71
Julian,Nebraska,55,40.5198,-95.8674
Jump River,Wisconsin,363,45.3555,-90.7966
Jumpertown,Mississippi,488,34.708,-88.662
Junction,Illinois,111,37.7234,-88.2382
Junction,Texas,2404,30.4906,-99.7725
Junction,Utah,172,38.2357,-112.224
Junction City,Arkansas,523,33.022,-92.7236
Junction City,Georgia,161,32.6032,-84.4574
Junction City,Illinois,466,38.5774,-89.1258
Junction City,Kansas,21482,39.0271,-96.8496
Junction City,Kentucky,2306,37.5854,-84.7903
Junction City,Louisiana,554,33.0073,-92.7224
Junction City,Missouri,319,37.5733,-90.2907
Junction City,Ohio,805,39.7218,-82.2997
Junction City,Oregon,6229,44.2067,-123.21
Junction City,Wisconsin,439,44.593,-89.7679
Juneau,Wisconsin,2668,43.4052,-88.7041
Juniata,Nebraska,823,40.5903,-98.5069
